,Compound Score,Negative Score,Neutral Score,News Organization,Positive Score,Tweet,Tweet Number
378,0.5719,0.0,0.791,@FoxNews,0.209,".@POTUS: ""Anything you do, it's always going to be, 'Oh Russia, he loves Russia.'"" https://t.co/G7IoC4n79f",78
379,-0.6249,0.186,0.814,@FoxNews,0.0,"President @realDonaldTrump: ""This was an Obama disaster, and I think if I were president then he would not have tak… https://t.co/0mp1FXQhxt",79
380,0.6808,0.0,0.741,@FoxNews,0.259,"Reporter: ""Are you giving Russian President Vladimir Putin the upper hand heading into your talks...""

@POTUS: ""See… https://t.co/o6XS7cGcHx",80
381,0.5481,0.074,0.718,@FoxNews,0.208,".@POTUS: ""We do not have a fair deal with the European Union right now on trade, they treat the United States horri… https://t.co/96UwFkkV7n",81
382,0.8481,0.0,0.675,@FoxNews,0.325,".@POTUS: ""I am doing a great job... Boris Johnson would be a great Prime Minister. I also said that this incredible… https://t.co/wIO2Q9c4Aj",82
383,0.1779,0.0,0.855,@FoxNews,0.145,".@POTUS: ""We have been far tougher on Russia than anybody."" https://t.co/GKXu4zx93c",83
384,-0.6115,0.2,0.8,@FoxNews,0.0,".@POTUS: ""[Immigration is] changing the culture, I think it's a very negative thing for Europe... I know it's polit… https://t.co/5b0rIalpqG",84
385,0.0,0.0,1.0,@FoxNews,0.0,".@POTUS on Putin meeting: ""Will we be talking about meddling? I will absolutely bring that up. I don't think you'll… https://t.co/FyiWMwjUEs",85
386,0.4404,0.0,0.847,@FoxNews,0.153,"British PM Theresa May: ""Over the years, over all immigration has been good for the UK."" https://t.co/s8Hm8zXavg",86
387,0.7783,0.0,0.702,@FoxNews,0.298,"""The relationship between our two nations is indispensable to our cause of liberty, justice, and peace.""

WATCH:… https://t.co/nh772bFw7A",87
388,0.6467,0.0,0.726,@FoxNews,0.274,".@POTUS: ""I didn't criticize the Prime Minister. I have a lot of respect for the Prime Minister."" https://t.co/qMGOBdeXCb",88
389,0.7096,0.0,0.781,@FoxNews,0.219,"PM Theresa May: ""At the end of these negotiations, we will ensure that free movement will come to an end. The juris… https://t.co/K6s3NJHpw7",89
390,0.4404,0.0,0.843,@FoxNews,0.157,"""From the outset, @POTUS has been clear about how he sees the challenges we face, and on many we agree.""

British P… https://t.co/0PIWchQAmv",90
391,0.3291,0.0,0.903,@FoxNews,0.097,".@POTUS: ""Perhaps the U.K. has left the EU - I don't know what they're going to do but whatever you do is okay with… https://t.co/GONYHbAg4X",91
392,-0.296,0.268,0.732,@FoxNews,0.0,".@POTUS: ""We have to stop terrorism."" https://t.co/KYgifqkNOK",92
393,0.3612,0.0,0.815,@FoxNews,0.185,".@POTUS: ""We both agree that Iran must never possess a nuclear weapon."" https://t.co/UDW790BDBM",93
394,0.4848,0.062,0.798,@FoxNews,0.14,".@POTUS: ""The U.K. is one of the handful of nations - 5 out of 29, not good but it's going to get better really fas… https://t.co/U1fpYQz7dW",94
395,0.4404,0.0,0.674,@FoxNews,0.326,".@POTUS: ""That was truly a productive summit."" https://t.co/VHhtGxEusV",95
396,0.7269,0.0,0.679,@FoxNews,0.321,".@POTUS: ""For generations, our predecessors have gathered at this stunning retreat to strengthen a bond that is lik… https://t.co/7E2hQ1MXrM",96
397,0.3818,0.0,0.852,@FoxNews,0.148,"PM Theresa May: ""It is all of our responsibility to ensure that Trans-Atlantic unity endures."" https://t.co/ALXN6poJI3",97
398,0.4404,0.0,0.849,@FoxNews,0.151,"PM Theresa May: ""From the outset, @POTUS has been clear about how he sees the challenges we face, and on many we ag… https://t.co/7oKvghYg4x",98
399,0.4767,0.096,0.69,@FoxNews,0.215,"PM Theresa May: ""In particular on Russia, I thanked @POTUS for his support in responding to an appalling use of a n… https://t.co/F6GLNS77Io",99
400,0.0,0.0,1.0,@nytimes,0.0,“Hannah Gadsby: Nanette” has become a word-of-mouth phenomenon. Here's what to read about it. https://t.co/QDm7UvBft2,0
401,-0.2732,0.13,0.87,@nytimes,0.0,RT @NYTMetro: New York's low rate of organ donor registration is causing a transplant nightmare. https://t.co/EjsyBow8wJ,1
402,0.7506,0.0,0.738,@nytimes,0.262,"It took plastic cocoons and anti-anxiety pills, bravery and providence, to save the soccer team. “So many things co… https://t.co/tPEqGwIXgV",2
403,0.1779,0.0,0.922,@nytimes,0.078,"The marijuana industry is growing and the stock prices of companies that grow, process and sell it have been rising https://t.co/ofyY7GTMpR",3
404,-0.7152,0.291,0.709,@nytimes,0.0,"RT @nytgraphics: The Mueller investigation so far:
- More than 100 charges
- 32 people and 3 companies charged 
- 5 guilty pleas
- 25 Russi…",4
405,0.7178,0.083,0.652,@nytimes,0.264,The idea that a minor loss can be more motivating than a major win have big implications for how the working class… https://t.co/FTB3y3rvju,5
406,0.431,0.0,0.831,@nytimes,0.169,It isn't all bad out there. 7 good-news stories that we wrote about this week: https://t.co/ei62GQnv0W,6
407,0.2023,0.133,0.703,@nytimes,0.164,"Modern Love: After being assaulted in a park, a young woman sought refuge in marriage. When that didn’t work, she s… https://t.co/8bEDadT4sN",7
408,0.0,0.0,1.0,@nytimes,0.0,European allies have begun to believe that underneath President Trump's bluster there is a strategy: to undercut Eu… https://t.co/bWlhXjXASV,8
409,0.0,0.0,1.0,@nytimes,0.0,Fact Check: 10 falsehoods from President Trump's news conference with Theresa May https://t.co/rv9qFtSBq0,9
410,-0.6124,0.167,0.833,@nytimes,0.0,RT @NYTSports: Spot the Ball just crushed our Sports Editor's soul. He sits next to the guy who makes it yet scored 12.3%. No one is safe.…,10
411,0.0,0.0,1.0,@nytimes,0.0,👀 https://t.co/myKh7yleWb,11
412,-0.5423,0.156,0.844,@nytimes,0.0,McDonald’s salads have been linked to an intestinal parasite outbreak in the Midwest that has sickened over 100 peo… https://t.co/MDiBnhLnuD,12
413,0.0,0.0,1.0,@nytimes,0.0,"LeBron James, the longtime nemesis of Kobe Bryant stans, is now the face of the franchise. And they are not impress… https://t.co/mhtpPetan2",13
414,-0.4767,0.154,0.846,@nytimes,0.0,The British police have found a possible break in the 4-month-old investigation into an attack on a former Russian… https://t.co/0ZbvYxwzxr,14
415,0.5267,0.0,0.812,@nytimes,0.188,"A special election in Ohio will test the power of the rural vote against the kind of affluent, rapidly growing subu… https://t.co/7AMqkbVqSO",15
416,-0.2263,0.16,0.84,@nytimes,0.0,"Fact Check: President Trump's criticisms of London's mayor, Sadiq Khan https://t.co/jT1lc9cgMl",16
417,-0.34,0.233,0.636,@nytimes,0.131,"12 Russian intelligence officials have been indicted on charges of conspiracy, money laundering and attempts to bre… https://t.co/h6ewsU29QY",17
418,-0.34,0.103,0.897,@nytimes,0.0,RT @nytopinion: What Boris Johnson calls the “method” in Trump’s “madness” is a refusal to listen to inconvenient evidence of the sort prov…,18
419,-0.4588,0.125,0.875,@nytimes,0.0,"RT @katierosman: Meet the plaintiffs. Men's rights activist in California are filing law suits, lots of them, arguing that their civil righ…",19
420,0.0,0.0,1.0,@nytimes,0.0,"RT @anniecorreal: Yeni González, whose journey to New York we documented in The  Daily, is about to retrieve her three children nearly two…",20
421,0.0,0.0,1.0,@nytimes,0.0,"A ""Downton Abbey"" movie is coming https://t.co/LKOC5QkZ4b",21
422,0.4939,0.141,0.563,@nytimes,0.296,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/7RiNbIVHxf",22
423,-0.0772,0.071,0.929,@nytimes,0.0,"Option A: Take a dip at the Astoria Pool.  
Option B: Feast on noodles and dumplings in Chinatown. https://t.co/c4RwOOOkoB",23
424,0.0,0.0,1.0,@nytimes,0.0,RT @nytpolitics: The White House has ordered that more lawmakers be given access to classified information about an informant the F.B.I. us…,24
425,0.0,0.0,1.0,@nytimes,0.0,Did you stay up to date this week? Take our news quiz to find out. https://t.co/zW725ZehqS,25
426,-0.2263,0.112,0.888,@nytimes,0.0,RT @NYTSports: Forget video assistant referees. A translation app was the World Cup's biggest technological advance. https://t.co/HZNC5Ls0lk,26
427,-0.3182,0.141,0.859,@nytimes,0.0,"Confused by the Russia investigation? Here are the key themes, dates and people involved. https://t.co/slPMlSqlxL",27
428,0.4767,0.0,0.846,@nytimes,0.154,"RT @peterbakernyt: Mueller indictments of Russians tie the hacking directly to the GRU, the Russian military intelligence agency.",28
429,-0.2732,0.104,0.896,@nytimes,0.0,Rod Rosenstein is discussing the charges during a news conference as President Trump meets with the queen of Englan… https://t.co/tdXSXGBWUM,29
430,0.3182,0.086,0.766,@nytimes,0.148,"Breaking News: Twelve Russian intelligence officers were charged in the hacking of Democrats’ emails, days before P… https://t.co/5REI9AAjzn",30
431,0.0,0.0,1.0,@nytimes,0.0,"The TSA agents who search your bags and body at the airport can’t be sued for misconduct, an appeals court said, be… https://t.co/vviAED4mB0",31
432,-0.7906,0.286,0.714,@nytimes,0.0,"He first tried to deny he had criticized the prime minister and blamed the media.
He then tried to compensate by la… https://t.co/55Dxi9NUjl",32
433,-0.296,0.099,0.901,@nytimes,0.0,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/kq2StHQVIo",33
434,0.0,0.0,1.0,@nytimes,0.0,"Microsoft called for stiffer regulation of facial recognition technology, in a rare case of a tech company urging m… https://t.co/8RL6rGSRra",34
435,0.0,0.0,1.0,@nytimes,0.0,"In a interview, President Trump castigated Theresa May for her approach to Brexit and said it might jeopardize a tr… https://t.co/kE9CWXJnTS",35
436,-0.4939,0.144,0.856,@nytimes,0.0,"Tom Price, the former secretary of health and human services, wasted at least $341,000 by billing taxpayers for his… https://t.co/o5edDB43CH",36
437,0.4939,0.116,0.64,@nytimes,0.244,Pomp and protest: The best photos from President Trump's visit to Europe https://t.co/hFFBIVMz75,37
438,0.3818,0.0,0.86,@nytimes,0.14,"""If I learned one thing from marriage, it’s that finding a man to protect me isn’t the answer"" https://t.co/lnRuKjcu8w",38
439,-0.5994,0.163,0.837,@nytimes,0.0,"RT @michikokakutani: My mother’s family was among the 120,000 Japanese Americans sent to internment camps during World War II. 
With Trump'…",39
440,0.7778,0.0,0.688,@nytimes,0.312,"How ""The Kissing Booth,"" a teen rom-com on Netflix, became one of the summer’s most popular movies https://t.co/ok0EHOSYv6",40
441,0.0,0.0,1.0,@nytimes,0.0,What has been different about the wildfires in California this year? It's not just the scale and the timing.  https://t.co/fpDzFlAFBF,41
442,0.4215,0.0,0.833,@nytimes,0.167,"Can a social network still offer a platform for politics? Nextdoor, the neighborhood site, hopes so. https://t.co/SVLsUe53lJ",42
443,0.0,0.0,1.0,@nytimes,0.0,RT @nytimesworld: Follow our reporters @CeylanWrites @_StephenCastle @kimidefreytas and @Magraki who are covering President Trump's visit t…,43
444,0.6486,0.0,0.739,@nytimes,0.261,Brits tweeted about their hopes that Prime Minister Theresa May would channel her inner Hugh Grant https://t.co/GSQ4cIXruF,44
445,-0.4939,0.138,0.862,@nytimes,0.0,RT @xanalter: Many dejected Democrats have fantasized about Obama and Biden coming out of political retirement and teaming up. Andrew Shaff…,45
446,-0.4019,0.153,0.847,@nytimes,0.0,"He filled 9,000 bottles with filthy water to draw attention to a Chinese village’s pollution problem https://t.co/qTuT2SBjYj",46
447,0.0,0.0,1.0,@nytimes,0.0,"Republicans had a plan for Missouri's attorney general, Josh Hawley. He's working on it. https://t.co/48BKWiUOmy",47
448,-0.5563,0.14,0.86,@nytimes,0.0,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/nIwuNOxDJl",48
449,-0.2732,0.13,0.87,@nytimes,0.0,Gov. Cuomo is ferociously aiming to persuade the electorate that his feminism is sacrosanct https://t.co/6hkzTjhx2q,49
450,0.5972,0.0,0.777,@nytimes,0.223,"""I didn't criticize the prime minister"": President Trump, in the U.K., affirmed his support for Theresa May, after… https://t.co/0BKAFw0H46",50
451,-0.5707,0.178,0.822,@nytimes,0.0,Stephen Colbert: “This is the first time I’ve seen Congress as frustrated with Congress as we are!” https://t.co/LxckMRrNUH,51
452,0.0,0.0,1.0,@nytimes,0.0,"4,500 tech workers, 1 mission: dragging Democratic campaigns into the digital age https://t.co/A3IpuZHMFf",52
453,-0.34,0.118,0.882,@nytimes,0.0,"RT @viaSimonRomero: I went to the U.S.-Mexico border for this story on the immigrant volunteers — maids, gardeners, combat vets, constructi…",53
454,0.0,0.0,1.0,@nytimes,0.0,Morning Briefing: It's Friday. Here's what you need to know to start your day. https://t.co/81tEx69feF,54
455,0.0,0.0,1.0,@nytimes,0.0,RT @NYTmag: The New York Times Magazine is looking for full-time teachers who have second jobs year round to supplement their salaries. We…,55
456,-0.5106,0.223,0.711,@nytimes,0.066,The tension and uncertainty surrounding President Trump’s trip to Britain reached new heights last night. Here's th… https://t.co/ogj1FfeICI,56
457,0.0,0.0,1.0,@nytimes,0.0,"The giant balloon depicting President Trump as a pouting orange baby took flight in London as part of Britain's ""St… https://t.co/8Ggd6OG71f",57
458,0.4215,0.0,0.798,@nytimes,0.202,"Jason Kessler, who organized last year’s white supremacist rally in Charlottesville, said he would actively discour… https://t.co/MrlttY5Ror",58
459,0.0,0.0,1.0,@nytimes,0.0,He became a punching bag for Republican lawmakers. So why did he offer to testify before them? https://t.co/RbdpKNgIEV,59
460,0.5106,0.0,0.837,@nytimes,0.163,"“I still can’t believe it worked.” Inside the Thai soccer team's rescue: floating stretchers, anti-anxiety pills an… https://t.co/ThBk0xA67i",60
461,-0.357,0.142,0.858,@nytimes,0.0,New York has rarely looked as grand and otherworldly as it does in these photographs https://t.co/g9YRQLgISJ,61
462,-0.2263,0.101,0.899,@nytimes,0.0,Many celebrities and politicians found their Twitter followings knocked down a few digits as the company slashed te… https://t.co/FXHKIH47rb,62
463,-0.6486,0.218,0.782,@nytimes,0.0,"RT @nytimesworld: President Trump breathed new life into his long-running feud with the mayor of London, Sadiq Khan, making harsh comments…",63
464,0.5859,0.0,0.826,@nytimes,0.174,"RT @jennyschuessler: I wrote about “The Magic of Handwriting,” a delightful show at the  Morgan Library (which features some handwriting th…",64
465,0.0,0.0,1.0,@nytimes,0.0,This simple side dish takes only 15 minutes to make https://t.co/AV7wodWy0K,65
466,-0.2732,0.333,0.427,@nytimes,0.239,The Quiet Death of Racial Progress https://t.co/oJSMfVHQrg,66
467,0.4767,0.0,0.86,@nytimes,0.14,RT @tackettdc: “The White House has rebuffed concerns among American intelligence and law enforcement officials and ordered that more lawma…,67
468,0.4574,0.058,0.797,@nytimes,0.146,"Welcome to Summer!: Things to Do in NYC: Astoria for a Pool Day, and Open-Mic Night Plus Dumplings in Chinatown https://t.co/DO3UABWsRY",68
469,0.5574,0.0,0.69,@nytimes,0.31,Brett Kavanaugh’s Supreme Court Confirmation: Get Caught Up https://t.co/DOPtia4dzn,69
470,-0.296,0.095,0.905,@nytimes,0.0,"“It’s going to swamp his Twitter feed. There’s no way he doesn’t see this,” an organizer said of the ""Trump Baby."" https://t.co/xhUkayWXck",70
471,0.0,0.0,1.0,@nytimes,0.0,"“The implications of all this are large,” one paleoanthropologist said. “We must re-evaluate our understanding of h… https://t.co/tA4pom0bkB",71
472,-0.4767,0.437,0.563,@nytimes,0.0,Running After a Heart Attack https://t.co/VpACF9TXlu,72
473,-0.4703,0.206,0.702,@nytimes,0.092,RT @nytimesworld: The British know President Trump is a longtime Churchill enthusiast. So it is no accident that Mr. Trump began his visit…,73
474,-0.4404,0.209,0.791,@nytimes,0.0,"With 9,000 Bottles of Dirty ‘Spring Water,’ a Chinese Artist Gets Results https://t.co/hGGxcc65wI",74
475,-0.2263,0.16,0.84,@nytimes,0.0,"Live Briefing: Trump’s U.K. Visit: Pomp, Protests and a Bombshell Interview https://t.co/Z2OmQHe3YK",75
476,0.0,0.0,1.0,@nytimes,0.0,"Deloitte employees are calling for the firm to end its consulting for ICE, circulating a petition saying they have… https://t.co/gbNWrNzCSM",76
477,0.0,0.0,1.0,@nytimes,0.0,Canadians told us exactly how they felt about the Trump administration’s tariffs and slights against Prime Minister… https://t.co/s9EjWJGIml,77
478,-0.7506,0.291,0.709,@nytimes,0.0,Residents returning to the destroyed city of Raqqa are figuring out how to live when loss lurks around nearly every… https://t.co/EJgc8iCAGt,78
479,0.0,0.0,1.0,@nytimes,0.0,Here’s the full list of 2018 Emmy nominations: https://t.co/LwnHbComhF,79
480,0.0772,0.097,0.793,@nytimes,0.11,A deep sea snail's internal body changes are like no metamorphosis ever observed in any other animal on the planet https://t.co/vTMik7HqM0,80
481,0.0,0.0,1.0,@nytimes,0.0,"RT @dionnesearcey: Paul Biya has been president of Cameroon for 36 years. A U.S. ambassador suggested he think about his legacy, and an upr…",81
482,0.0,0.0,1.0,@nytimes,0.0,Reporter Gardiner Harris found he was both invisible and very much watched during a visit to North Korea. https://t.co/FpJ13gb2Lc,82
483,-0.4588,0.235,0.664,@nytimes,0.102,Bette Nesmith Graham was a terrible typist. So she invented a product that took away the pressure of perfectionism. https://t.co/Cw0PRm4yIx,83
484,0.0,0.0,1.0,@nytimes,0.0,"Britain, Time to Let Go of the ‘Anglosphere’ https://t.co/LhNwBcC9Jo",84
485,0.0,0.0,1.0,@nytimes,0.0,"The Chinese government's decision to release Liu Xia, widow of the country's most famous dissident, sprung from the… https://t.co/tbn2zTnetW",85
486,-0.128,0.183,0.657,@nytimes,0.16,RT @alanblinder: The Justice Department has reopened its investigation into the death of Emmett Till. https://t.co/cst7R8jMvV,86
487,0.7346,0.0,0.78,@nytimes,0.22,"RT @julieturkewitz: “We’re very lucky that my boss has been friends with the vice president,” said David Duquette, an aide to the magnate w…",87
488,-0.6705,0.184,0.816,@nytimes,0.0,"Cpl. Joseph Maciel, who was killed by an Afghan soldier on Saturday, was assigned to a unit meant to provide securi… https://t.co/RRwSrrgVaB",88
489,0.3612,0.0,0.889,@nytimes,0.111,RT @itscaitlinhd: All “eligible” children under 5-years-old have been reunified with their parents. That doesn’t mean much to people like N…,89
490,0.765,0.0,0.742,@nytimes,0.258,"RT @maggieNYT: When Trump took his official portrait, he giddily told people he thought his frown looked ""like Churchill."" Great @katieroge…",90
491,-0.6808,0.237,0.763,@nytimes,0.0,Bette Nesmith Graham was a terrible typist. She was also an artist who observed that painters covered up mistakes n… https://t.co/VBh9pB35z7,91
492,-0.6369,0.366,0.634,@nytimes,0.0,"In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling https://t.co/pXGDWAzcHJ",92
493,-0.1027,0.129,0.765,@nytimes,0.106,9 new books recommended by critics and editors at The New York Times this week https://t.co/l3UnSz0Ajn,93
494,0.0,0.0,1.0,@nytimes,0.0,Astronomers traced a neutrino back to a distant galaxy. “We have found the first source of cosmic rays.” https://t.co/fMhKD3n0oG,94
495,-0.3182,0.168,0.733,@nytimes,0.099,A painting worth $1 million has turned up 4 decades after it was stolen from a Manhattan warehouse https://t.co/334A5NHqlB,95
496,0.4019,0.0,0.847,@nytimes,0.153,2 Democratic senators asked federal regulators to investigate the business practices of smart TV manufacturers amid… https://t.co/QSJBVhkELf,96
497,0.0,0.0,1.0,@nytimes,0.0,"Tech companies have changed the world by building answers to obvious questions — but now the obvious, pressing ques… https://t.co/iCfEVikIcp",97
498,-0.2263,0.101,0.899,@nytimes,0.0,Many celebrities and politicians found their Twitter followings knocked down a few digits as the company slashed te… https://t.co/IzbV0vNBHT,98
499,0.6249,0.0,0.814,@nytimes,0.186,RT @PamelaPaulNYT: Now you finally get to know which books the great Michiko Kakutani really wants to read. https://t.co/5gQ2abkmTF,99
